word_id,word,sentence_id,sentence
o5hP6kJSiyY_w,horde,o5hP6kJSiyY_e3,The car attracted the interest of a horde of children.
o5hP6kJSiyY_w,horde,o5hP6kJSiyY_e4,Two bodyguards helped the celebrity walk through a horde of fans.
cVOJIH7mEas_w,excess,cVOJIH7mEas_e1,An excess of enthusiasm is not always a good thing.
I1dQ1sS8Lio_w,underdog - 2,I1dQ1sS8Lio_e1,He began the race for governor as the underdog.
lHnwkx0eTwM_w,queue,lHnwkx0eTwM_e1,Are you in the queue for tickets?
NCi0-MMvDMU_w,compare,NCi0-MMvDMU_e1,"If you compare house prices in the two areas, it's quite amazing how different they are."
NCi0-MMvDMU_w,compare,NCi0-MMvDMU_e2,That seems expensive - have you compared prices in other shop?
NCi0-MMvDMU_w,compare,NCi0-MMvDMU_e3,"Do not always compare me with others, please."
NCi0-MMvDMU_w,compare,NCi0-MMvDMU_e4,"Compare this new TV set with the old one, you will see which is better."
JyqULf1GsxQ_w,multiple,JyqULf1GsxQ_e1,They usually give you a discount if you buy multiple copies.
iQh2Ly1TSpQ_w,wander,iQh2Ly1TSpQ_e1,We spent the morning wandering around the old part of the city.
oCXHxL16lGg_w,dearth,oCXHxL16lGg_e1,a dearth of new homes in the region.
Tm6YgG2d8Nk_w,acquisition,Tm6YgG2d8Nk_e1,The acquisition of huge amounts of data has helped our research enormously.
FJA9G_Rs3ow_w,sacrifice,FJA9G_Rs3ow_e1,A mother had to make sacrifices in order to pay for her children's education.
zvUzEhxfpnw_w,myth,zvUzEhxfpnw_e1,Statistics disprove the myth that women are worse drivers than men.
azo6kLMV32E_w,nobody,azo6kLMV32E_e1,Nobody agreed with me.
HaqqVsp2BuE_w,actually,HaqqVsp2BuE_e1,I didn't actually see her - I just heard her voice.
Yf5qwMvpGs0_w,interface,Yf5qwMvpGs0_e1,"My computer has a network interface, which allows me to get to other computers."
Yf5qwMvpGs0_w,interface,Yf5qwMvpGs0_e2,The computers must be properly interfaced.
Yf5qwMvpGs0_w,interface,Yf5qwMvpGs0_e3,We use email to interface with our customers.
Yf5qwMvpGs0_w,interface,Yf5qwMvpGs0_e4,Amphibians live at the interface of land and sea.
QqMFMk07hbc_w,aspiring,QqMFMk07hbc_e1,I knew him when he was an aspiring young law student.
pFobpDoNLnM_w,impatient,pFobpDoNLnM_e1,"He's a good teacher, but inclined to be a bit impatient with slow learners."
pFobpDoNLnM_w,impatient,pFobpDoNLnM_e2,You'd be hopeless taking care of children - you're far too impatient!
pFobpDoNLnM_w,impatient,pFobpDoNLnM_e3,Ron's trouble is that he's too impatient.
pFobpDoNLnM_w,impatient,pFobpDoNLnM_e4,He was trying to explain but she became impatient and sent him away .
FDJaEKvAQdc_w,message,FDJaEKvAQdc_e1,I got a message that she'll be late.
qGj5J3oI100_w,neither,qGj5J3oI100_e1,"We've got two TVs, but neither works properly."
BPu7NlTLvnU_w,mere,BPu7NlTLvnU_e1,It cost a mere 20 dollars.
LKYengAeduU_w,abstain,LKYengAeduU_e1,His doctor ordered him to abstain from beer and wine.
LKYengAeduU_w,abstain,LKYengAeduU_e2,Only 10 percent abstain by choice.
LKYengAeduU_w,abstain,LKYengAeduU_e3,Junior politicians are supposed to abstain from criticizing the government.
LKYengAeduU_w,abstain,LKYengAeduU_e4,I will continue to abstain until Britain regains its independence.
GuQ6ZLzpMXk_w,elevator,GuQ6ZLzpMXk_e1,"""in the elevator she pressed the button for the lobby"""
wlREzbqyvA8_w,dignity,wlREzbqyvA8_e1,She comported herself with great dignity at her husband's funeral.
wlREzbqyvA8_w,dignity,wlREzbqyvA8_e2,He managed to retain his dignity throughout the performance.
wlREzbqyvA8_w,dignity,wlREzbqyvA8_e3,He felt what he was being asked to do took away his dignity and self-respect.
wlREzbqyvA8_w,dignity,wlREzbqyvA8_e4,He longs for a society in which the dignity of all people is recognized.
ZP09uzf6uF8_w,awareness,ZP09uzf6uF8_e1,The author provides a clear definition of cultural awareness.
ZP09uzf6uF8_w,awareness,ZP09uzf6uF8_e2,"We need to raise public awareness of the issue"""
ZP09uzf6uF8_w,awareness,ZP09uzf6uF8_e3,Environmental awareness has increased over the years.
ZP09uzf6uF8_w,awareness,ZP09uzf6uF8_e4,There is a general awareness that smoking is harmful.
Y30FYoIqv30_w,frolic,Y30FYoIqv30_e1,A group of suntanned children were frolicking on the beach.
VaRDpQOuvJM_w,avid,VaRDpQOuvJM_e1,an avid football fan
Z5lCjz9u0c4_w,carry on,Z5lCjz9u0c4_e1,She carried on watching the TV
Z5lCjz9u0c4_w,carry on,Z5lCjz9u0c4_e2,Carry on with your work while I'm away.
Z5lCjz9u0c4_w,carry on,Z5lCjz9u0c4_e3,The assistant carried on talking.
Z5lCjz9u0c4_w,carry on,Z5lCjz9u0c4_e4,Do you mind if I just start with the few formal questions please?'—'Carry on.'
Mt3ApRf_B8I_w,ponder,Mt3ApRf_B8I_e1,She sat back for a minute to ponder her next move in the game.
Mt3ApRf_B8I_w,ponder,Mt3ApRf_B8I_e2,Driving home from the theater he pondered his next move.
Mt3ApRf_B8I_w,ponder,Mt3ApRf_B8I_e3,It's a very interesting article with points worth pondering.
Mt3ApRf_B8I_w,ponder,Mt3ApRf_B8I_e4,"The purpose, I think, is to ponder questions important to human experience."
AVDuEdEExK8_w,implore,AVDuEdEExK8_e1,She implored her parents to send her to school.
Qa_xoeJIJBs_w,become,Qa_xoeJIJBs_e1,He has just become a father.
Qa_xoeJIJBs_w,become,Qa_xoeJIJBs_e2,He became a US citizen in 1955.
Qa_xoeJIJBs_w,become,Qa_xoeJIJBs_e3,She's studying to become a teacher.
Qa_xoeJIJBs_w,become,Qa_xoeJIJBs_e4,The child has become skillful in reading and writing.
vJ6-7yqLuL4_w,refrain,vJ6-7yqLuL4_e1,"The sign on the wall said ""Please refrain from smoking."""
mUHIG52DXPY_w,technique,mUHIG52DXPY_e1,Yoga is a very effective technique for combating stress.
mUHIG52DXPY_w,technique,mUHIG52DXPY_e2,The dancer's technique is strong.
mUHIG52DXPY_w,technique,mUHIG52DXPY_e3,She needs to work on her interview technique if she's going to get a job.
mUHIG52DXPY_w,technique,mUHIG52DXPY_e4,New surgical techniques are constantly being developed.
8WoE12Rn2SE_w,complicated,8WoE12Rn2SE_e1,"He gave me directions, but they were so complicated I got lost."
CLSIZPQeWJU_w,meter,CLSIZPQeWJU_e1,The electricity meter is in the basement.
dVLZa2PQEII_w,scowl,dVLZa2PQEII_e1,"When I asked the boss for a day off, he just scowled and told me to get back to work."
dVLZa2PQEII_w,scowl,dVLZa2PQEII_e2,His face was set in a permanent scowl.
dVLZa2PQEII_w,scowl,dVLZa2PQEII_e3,He need not scowl like that.
l4B2uplSuiE_w,replenish,l4B2uplSuiE_e1,Food stocks were replenished by imports from abroad.
l4B2uplSuiE_w,replenish,l4B2uplSuiE_e2,Does your glass need replenishing?
l4B2uplSuiE_w,replenish,l4B2uplSuiE_e3,We need to replenish our cookie supply.
l4B2uplSuiE_w,replenish,l4B2uplSuiE_e4,Some firms are planning ahead to replenish retiring work forces.
Si3y5f7woD0_w,effective,Si3y5f7woD0_e1,She's a very effective teacher.
SnJUsE4wpr0_w,ellipsis,SnJUsE4wpr0_e1,"An example of ellipsis is ""What percentage was left?"" ""20."" (= 20 percent)"
UPof0XUr0kU_w,budget,UPof0XUr0kU_e1,I'm learning how to budget. 
UPof0XUr0kU_w,budget,UPof0XUr0kU_e2,The office of management of budget. 
UPof0XUr0kU_w,budget,UPof0XUr0kU_e3,Budget is the most important thing. 
UPof0XUr0kU_w,budget,UPof0XUr0kU_e4,She managed to complete her last film well within budget.
urUO3XFOGFQ_w,enable,urUO3XFOGFQ_e1,I'm looking for a job which will enable me to develop my skills.
qpuq0EtCurU_w,severe,qpuq0EtCurU_e1,This is a school for children with severe learning difficulties.
qpuq0EtCurU_w,severe,qpuq0EtCurU_e2,There is expected to be a severe frost tonight.
qpuq0EtCurU_w,severe,qpuq0EtCurU_e3,Severe cutbacks in public spending have been announced.
qpuq0EtCurU_w,severe,qpuq0EtCurU_e4,In parts of Africa there is a severe food/water shortage.
WerZ1Hp6IDA_w,call off,WerZ1Hp6IDA_e1,They called off this afternoon's meeting
WerZ1Hp6IDA_w,call off,WerZ1Hp6IDA_e2,She's called off the wedding.
WerZ1Hp6IDA_w,call off,WerZ1Hp6IDA_e3,"If we have much more rain, the game might be called off."
WerZ1Hp6IDA_w,call off,WerZ1Hp6IDA_e4,"Since the weather is bad, let's call off the trip."
fhND7fBEQZo_w,bulk,fhND7fBEQZo_e1,We buy a lot of our groceries in bulk (= in large quantities) to save money.
6qJDRpoe_Yc_w,witty,6qJDRpoe_Yc_e1,He was witty and very charming.
6qJDRpoe_Yc_w,witty,6qJDRpoe_Yc_e2,"She gave a witty, entertaining and articulate speech."
6qJDRpoe_Yc_w,witty,6qJDRpoe_Yc_e3,"His plays were very good, very witty."
6qJDRpoe_Yc_w,witty,6qJDRpoe_Yc_e4,"She is a witty, wise, kind of spunky woman."
oDXfCEi7hPs_w,mood,oDXfCEi7hPs_e1,She's in a good/bad mood.
yLYWaEPYJXE_w,heap,yLYWaEPYJXE_e1,Put the vegetable peelings on the compost heap.
yLYWaEPYJXE_w,heap,yLYWaEPYJXE_e2,The bullet hit him and he crumpled into a heap on the floor.
yLYWaEPYJXE_w,heap,yLYWaEPYJXE_e3,She raked up all the fallen leaves into a heap.
yLYWaEPYJXE_w,heap,yLYWaEPYJXE_e4,Her belongings were scattered in various heaps around the room.
7tK-aXT9AM8_w,menu,7tK-aXT9AM8_e1,What's on the menu today?
jkNrqIsk3v0_w,summon,jkNrqIsk3v0_e1,"On 20 July, the town council was summoned to hear an emergency report on its finances."
jkNrqIsk3v0_w,summon,jkNrqIsk3v0_e2,She summoned us to admire her new greenhouse.
jkNrqIsk3v0_w,summon,jkNrqIsk3v0_e3,We were summoned to the headmaster's office.
jkNrqIsk3v0_w,summon,jkNrqIsk3v0_e4,"After her month's sick leave, she was summoned to see the company's welfare officer."
6MxCP_583q8_w,ancient,6MxCP_583q8_e1,People have lived in this valley since ancient times.
6MxCP_583q8_w,ancient,6MxCP_583q8_e2,She's doing a doctorate in ancient history.
6MxCP_583q8_w,ancient,6MxCP_583q8_e3,He's got an ancient laptop.
6MxCP_583q8_w,ancient,6MxCP_583q8_e4,That photo makes me look ancient!
T_IbLgT7PhE_w,dull,T_IbLgT7PhE_e1,1 Life without friends is dull. 
T_IbLgT7PhE_w,dull,T_IbLgT7PhE_e2,All work and no play makes Jack a dull boy.
T_IbLgT7PhE_w,dull,T_IbLgT7PhE_e3,I felt she found me boring and dull.
T_IbLgT7PhE_w,dull,T_IbLgT7PhE_e4,I have a dull pain.
YHo9rHrUGP8_w,vibes,YHo9rHrUGP8_e1,I'm afraid to go there - that place has bad vibes.
30weefbWxWs_w,no one,30weefbWxWs_e1,"He attempted a joke, but no one laughed."
30weefbWxWs_w,no one,30weefbWxWs_e2,No one told me she was ill.
30weefbWxWs_w,no one,30weefbWxWs_e3,I'd like to go to the concert but no one else (= no other person) wants to.
30weefbWxWs_w,no one,30weefbWxWs_e4,She gave the cat a kick when no one was looking.
jE5xC_IBFVM_w,twitchy,jE5xC_IBFVM_e1,The president is getting twitchy about the fall in his popularity.
jE5xC_IBFVM_w,twitchy,jE5xC_IBFVM_e2,"She felt twitchy about the man hovering in the background"""
jE5xC_IBFVM_w,twitchy,jE5xC_IBFVM_e3,You'll feel something twitch the line when you get a fish.
jE5xC_IBFVM_w,twitchy,jE5xC_IBFVM_e4,"That said, I did have a twitchy moment, watching this morning 's interview"
9pN1y7vMnEg_w,bossy,9pN1y7vMnEg_e1,She's strong without being bossy.
9pN1y7vMnEg_w,bossy,9pN1y7vMnEg_e2,My older sister was very bossy.
9pN1y7vMnEg_w,bossy,9pN1y7vMnEg_e3,Girls of that age can get quite bossy.
9pN1y7vMnEg_w,bossy,9pN1y7vMnEg_e4,Stop being so schoolmarmish and bossy!
HJEGTd-qang_w,penniless,HJEGTd-qang_e1,She fell in love with a penniless artist.
HJEGTd-qang_w,penniless,HJEGTd-qang_e2,A series of bad investments left him almost penniless.
HJEGTd-qang_w,penniless,HJEGTd-qang_e3,He found himself penniless in a strange city.
HJEGTd-qang_w,penniless,HJEGTd-qang_e4,Uncle Charlie was jobless and penniless.
861X7yZmXwU_w,berate,861X7yZmXwU_e1,"As he left the meeting, he was berated by angry demonstrators. "
861X7yZmXwU_w,berate,861X7yZmXwU_e2,"Doctors are often berated for being poor communicators, particularly when they have to give patients bad news. "
861X7yZmXwU_w,berate,861X7yZmXwU_e3,His mother berated him for making a mess. 
861X7yZmXwU_w,berate,861X7yZmXwU_e4,She began to berate the police for paying scant attention to the theft from her car.
TivYFPrGSNg_w,radical,TivYFPrGSNg_e1,He was known as a radical reformer/thinker/politician.
DNxiR9b7OOk_w,anger,DNxiR9b7OOk_e1,Her cheeks were aflame with anger.
UW-QMm1pIsg_w,autonomous,UW-QMm1pIsg_e1,Teachers aim to help children become autonomous learners.
UW-QMm1pIsg_w,autonomous,UW-QMm1pIsg_e2,Galicia is an autonomous region of Spain.
UW-QMm1pIsg_w,autonomous,UW-QMm1pIsg_e3,Higher education is relatively autonomous from the state.
UW-QMm1pIsg_w,autonomous,UW-QMm1pIsg_e4,Each of the U.S. states has an autonomous government.
ci_iGsLDZ9w_w,foremost,ci_iGsLDZ9w_e1,This is one of the country's foremost arts centers.
AALbFZ16ms8_w,plausible,AALbFZ16ms8_e1,a plausible salesman.
iubciNlbhh8_w,secured,iubciNlbhh8_e1,The crates had not been properly secured to the truck.
429wv1kvK_c_w,sprinkle,429wv1kvK_c_e1,Sprinkle the pizza with a few herbs.
429wv1kvK_c_w,sprinkle,429wv1kvK_c_e2,I sprinkled some sugar on top of the cake.
429wv1kvK_c_w,sprinkle,429wv1kvK_c_e3,She'd sprinkled coloured sugar strands all over the cakes.
429wv1kvK_c_w,sprinkle,429wv1kvK_c_e4,I like to sprinkle a little cheese over my pasta.
iZ48KAEeNMI_w,craving,iZ48KAEeNMI_e1,I have a craving for chocolate.
iZ48KAEeNMI_w,craving,iZ48KAEeNMI_e2,He had a craving to see the world.
iZ48KAEeNMI_w,craving,iZ48KAEeNMI_e3,They are driven by a craving for personal glory.
iZ48KAEeNMI_w,craving,iZ48KAEeNMI_e4,He finally surrendered to his craving for drugs.
aU7Yxmt7Obw_w,argue,aU7Yxmt7Obw_e1,The children are always arguing.
yxme3eH9KiI_w,think over,yxme3eH9KiI_e1,I'll think it over and give you an answer next week.
yxme3eH9KiI_w,think over,yxme3eH9KiI_e2,"I've thought over your offer, and I'd like to accept."
yxme3eH9KiI_w,think over,yxme3eH9KiI_e3,He asked if he could think the proposal over before giving an answer.
yxme3eH9KiI_w,think over,yxme3eH9KiI_e4,"I said she could come and live with us, and she said she'd think it over."
O6Rvpy2XFfY_w,elan,O6Rvpy2XFfY_e1,She dances the role with such elan.
bb3WuX4Mqo4_w,proficient,bb3WuX4Mqo4_e1,She's proficient in two languages.
bb3WuX4Mqo4_w,proficient,bb3WuX4Mqo4_e2,He proved to me that he was very proficient in driving a car.
bb3WuX4Mqo4_w,proficient,bb3WuX4Mqo4_e3,"I was proficient at my job, so we had a good relationship."
bb3WuX4Mqo4_w,proficient,bb3WuX4Mqo4_e4,"With practice, you should become proficient within six months."
Nejuqg9XCLE_w,rude,Nejuqg9XCLE_e1,He's a very rude man.
Nejuqg9XCLE_w,rude,Nejuqg9XCLE_e2,I did not intend to be rude.
Nejuqg9XCLE_w,rude,Nejuqg9XCLE_e3,Why are you so rude to your mother?
Nejuqg9XCLE_w,rude,Nejuqg9XCLE_e4,"My father loves to tell rude jokes, and it's really embarrassing."
-GwCYXp1DPY_w,soft skills,-GwCYXp1DPY_e1,We are focusing on soft skills such as team building and communications.
-GwCYXp1DPY_w,soft skills,-GwCYXp1DPY_e2,"Students will benefit from training in IT skills, English language proficiency, and soft skills"
-GwCYXp1DPY_w,soft skills,-GwCYXp1DPY_e3,Many educational institutions are now realising the value of soft skills
-GwCYXp1DPY_w,soft skills,-GwCYXp1DPY_e4,It can even help get the hard and soft skills working together.
oSdM1ORpL8M_w,thrilled,oSdM1ORpL8M_e1,I was thrilled that so many people turned up to the party.
IcTCDlydAHk_w,properly,IcTCDlydAHk_e1,It's still not working properly. 
IcTCDlydAHk_w,properly,IcTCDlydAHk_e2,I'm not properly dressed for this kind of weather. 
IcTCDlydAHk_w,properly,IcTCDlydAHk_e3,It takes about five minutes to iron a shirt properly. 
IcTCDlydAHk_w,properly,IcTCDlydAHk_e4,"The doctors are doing all that they can, but she's still not breathing properly."
HbeLuowRM5Q_w,biography,HbeLuowRM5Q_e1,He wrote a biography of MS Dhoni.
HbeLuowRM5Q_w,biography,HbeLuowRM5Q_e2,Lincoln's biography is read by children all around the world. 
HbeLuowRM5Q_w,biography,HbeLuowRM5Q_e3,A good biography is interesting and instructive. 
HbeLuowRM5Q_w,biography,HbeLuowRM5Q_e4,She read the little biography next to his photo.
69Vvb09Sq5U_w,emanate - 1,69Vvb09Sq5U_e1,Her face emanated sadness.
ZtpWFfDRU3k_w,hike,ZtpWFfDRU3k_e1,We plan to hike from lake to lake.
ZtpWFfDRU3k_w,hike,ZtpWFfDRU3k_e2,They went on a 10 km hike through the forest.
ZtpWFfDRU3k_w,hike,ZtpWFfDRU3k_e3,She loves to hike and climb.
Opb1diw9DCg_w,garrulous,Opb1diw9DCg_e1,I had talked too much about myself and felt like a garrulous old fool.
Opb1diw9DCg_w,garrulous,Opb1diw9DCg_e2,I would even say that they are often garrulous.
Opb1diw9DCg_w,garrulous,Opb1diw9DCg_e3,That was perhaps because he was more garrulous.
Opb1diw9DCg_w,garrulous,Opb1diw9DCg_e4,He is about the most garrulous person in this assembly
JHTL19FXRDs_w,stunned,JHTL19FXRDs_e1,They stood in stunned silence beside the bodies.
JHTL19FXRDs_w,stunned,JHTL19FXRDs_e2,I am stunned and saddened by this news.
JHTL19FXRDs_w,stunned,JHTL19FXRDs_e3,He looked completely stunned.
JHTL19FXRDs_w,stunned,JHTL19FXRDs_e4,The impact of the ball had stunned her.
tkEw7dEAKBM_w,modest,tkEw7dEAKBM_e1,His earnings were fairly modest.
DB9Z1FczZoM_w,retain,DB9Z1FczZoM_e1,Companies will achieve a competitive advantage by attracting and retaining the best talent.
DqMYRnRJ94E_w,survive,DqMYRnRJ94E_e1,The baby was born with a heart problem and only survived for a few hours.
DqMYRnRJ94E_w,survive,DqMYRnRJ94E_e2,These plants cannot survive in very cold conditions.
DqMYRnRJ94E_w,survive,DqMYRnRJ94E_e3,We cannot survive for long without food and drink.
DqMYRnRJ94E_w,survive,DqMYRnRJ94E_e4,The family are struggling to survive on very little money.
DqMYRnRJ94E_w,survive,DqMYRnRJ94E_e5,The front passengers were lucky to survive the accident.
T21xaGEl3ks_w,audience,T21xaGEl3ks_e1,She lectures to audiences all over the world.
T21xaGEl3ks_w,audience,T21xaGEl3ks_e2,The audience was/were clearly delighted with the performance.
T21xaGEl3ks_w,audience,T21xaGEl3ks_e3,"The magic show had a lot of audience participation, with people shouting things to the performers and going up on stage."
T21xaGEl3ks_w,audience,T21xaGEl3ks_e4,She announced the winner of the competition to an excited audience.
ZxK9btlGW3k_w,revision,ZxK9btlGW3k_e1,He was forced to make several revisions to his speech.
ZxK9btlGW3k_w,revision,ZxK9btlGW3k_e2,I have got the revision of his dictionary.
ZxK9btlGW3k_w,revision,ZxK9btlGW3k_e3,This edition is filled with revisions.
cJ0FKENj2P0_w,unfamiliar,cJ0FKENj2P0_e1,His name was unfamiliar to me.
cJ0FKENj2P0_w,unfamiliar,cJ0FKENj2P0_e2,She felt increasingly nervous as she walked across a room full of unfamiliar faces.
FYrSrNzUu_s_w,enjoin,FYrSrNzUu_s_e1,We were all enjoined to be on our best behaviour.
LPy4fvBaiOc_w,tiff,LPy4fvBaiOc_e1,Have you two had a lovers' tiff?
LPy4fvBaiOc_w,tiff,LPy4fvBaiOc_e2,We had a little tiff over whose turn it was to walk the dog.
LPy4fvBaiOc_w,tiff,LPy4fvBaiOc_e3,This wasn't just another tiff we were having.
LPy4fvBaiOc_w,tiff,LPy4fvBaiOc_e4,They patched up their tiff again.
yCHXjHNktm0_w,giggle,yCHXjHNktm0_e1,Stop that giggling in the back row!
yCHXjHNktm0_w,giggle,yCHXjHNktm0_e2,We giggled at the back of the room like naughty school children.
yCHXjHNktm0_w,giggle,yCHXjHNktm0_e3,He was giggling uncontrollably and had to leave the room to pull himself together.
yCHXjHNktm0_w,giggle,yCHXjHNktm0_e4,"When she suddenly started to sing, we all looked at each other and started to giggle."
0FUZJWoZ7Ho_w,trivial,0FUZJWoZ7Ho_e1,The story spends too much time on trivial matters.
TC1aFo88yeM_w,drawback,TC1aFo88yeM_e1,One of the drawbacks of living with someone is having to share a bathroom.
TC1aFo88yeM_w,drawback,TC1aFo88yeM_e2,The main drawback to it is the cost.
TC1aFo88yeM_w,drawback,TC1aFo88yeM_e3,. Slow speed is the chief drawback of sea shipment.
TC1aFo88yeM_w,drawback,TC1aFo88yeM_e4,He felt the apartment's only drawback was that it was too small.
DBktOqTh9Uk_w,enthusiasm,DBktOqTh9Uk_e1,One of the good things about teaching young children is their enthusiasm.
DBktOqTh9Uk_w,enthusiasm,DBktOqTh9Uk_e2,After the accident he lost his enthusiasm for the sport.
DBktOqTh9Uk_w,enthusiasm,DBktOqTh9Uk_e3,Parents need to share their enthusiasm with their children.
DBktOqTh9Uk_w,enthusiasm,DBktOqTh9Uk_e4,She has boundless energy and enthusiasm.
OEimyhS2v48_w,announce,OEimyhS2v48_e1,The prime minister has announced that public spending will be increased next year.
OEimyhS2v48_w,announce,OEimyhS2v48_e2,He will announce tonight that he is resigning from office.
OEimyhS2v48_w,announce,OEimyhS2v48_e3,He announced his engagement to her.
OEimyhS2v48_w,announce,OEimyhS2v48_e4,The result of the election will be announced tomorrow.
Fwfx0nVgcFk_w,collapse,Fwfx0nVgcFk_e1,Thousands of buildings collapsed in the earthquake.
Fwfx0nVgcFk_w,collapse,Fwfx0nVgcFk_e2,He thought his whole world had collapsed when his wife died.
Fwfx0nVgcFk_w,collapse,Fwfx0nVgcFk_e3,The roof collapsed under a heavy load of snow
QIeft8689iA_w,agitate,QIeft8689iA_e1,The unions continue to agitate for higher pay.
DAncSE6TBaA_w,ceo,DAncSE6TBaA_e1,He became the company's CEO nearly 30 years ago. 
DAncSE6TBaA_w,ceo,DAncSE6TBaA_e2,The new CEO will also have to rebuild a management team.
aIpcJDHHlWo_w,anthology,aIpcJDHHlWo_e1,This Bob Dylan anthology includes some rare recordings of his best songs.
aIpcJDHHlWo_w,anthology,aIpcJDHHlWo_e2,Michael Rosen is the editor of the anthology.
aIpcJDHHlWo_w,anthology,aIpcJDHHlWo_e3,. I have an anthology of modern quotations.
aIpcJDHHlWo_w,anthology,aIpcJDHHlWo_e4,We have put together an anthology of children's poetry.
vjK0h7XGewE_w,immediate,vjK0h7XGewE_e1,We must make an immediate response.
vjK0h7XGewE_w,immediate,vjK0h7XGewE_e2,I can't give you an immediate answer.
vjK0h7XGewE_w,immediate,vjK0h7XGewE_e3,Please give me an immediate reply.
vjK0h7XGewE_w,immediate,vjK0h7XGewE_e4,The injection brought him immediate ease.
vjK0h7XGewE_w,immediate,vjK0h7XGewE_e5,"About the problem, we must take immediate actions."
3N7i4iMB4_U_w,abash,3N7i4iMB4_U_e1,Her brother cousins abashed her by commenting on her shyness.
BWpU3Ya3iJo_w,metal,BWpU3Ya3iJo_e1,"Metal, paper, and glass can be recycled."
G2uGKFEY6ZQ_w,overt,G2uGKFEY6ZQ_e1,He shows no overt signs of his unhappiness.
G2uGKFEY6ZQ_w,overt,G2uGKFEY6ZQ_e2,There are no overt somethings damages.
G2uGKFEY6ZQ_w,overt,G2uGKFEY6ZQ_e3,There was little overt support for the project.
G2uGKFEY6ZQ_w,overt,G2uGKFEY6ZQ_e4,His opponent's intention is quite overt.
rxmpCLFOEbk_w,mourn,rxmpCLFOEbk_e1,"To feel or express great sadness, especially because of someone's death"
RY2eefQqXvs_w,zenith,RY2eefQqXvs_e1,The center of the map is the zenith (straight overhead).
A0Vios3F4H0_w,behalf,A0Vios3F4H0_e1,"On behalf of the entire company, I would like to thank you for all your work."
A0Vios3F4H0_w,behalf,A0Vios3F4H0_e2,"Unfortunately, George cannot be with us today so I am pleased to accept this award on his behalf."
A0Vios3F4H0_w,behalf,A0Vios3F4H0_e3,"She wasn't able to be present, so I signed the letter in her behalf."
B2xV05A7TbI_w,add,B2xV05A7TbI_e1,Don't forget to add on your traveling expenses/add your expenses on.
B2xV05A7TbI_w,add,B2xV05A7TbI_e2,You can add a link to your own website.
eSuhRYLOqPw_w,native ,eSuhRYLOqPw_e1,She returned to live and work in her native Japan
cxZ0S7zefIw_w,abandon,cxZ0S7zefIw_e1,We had to abandon the car.
cxZ0S7zefIw_w,abandon,cxZ0S7zefIw_e2,The house had been abandoned for several years before they     decided to demolish it.
cxZ0S7zefIw_w,abandon,cxZ0S7zefIw_e3,"We were sinking fast, and the captain gave the order to abandon ship."
L86y2iRJHOU_w,alliance,L86y2iRJHOU_e1,Switzerland does not belong to any military alliance.
Tnqdxu8niOQ_w,permit,Tnqdxu8niOQ_e1,The teacher permitted the boy to go home.
Tnqdxu8niOQ_w,permit,Tnqdxu8niOQ_e2,The security system will not permit you to enter without the correct password.
Tnqdxu8niOQ_w,permit,Tnqdxu8niOQ_e3,Smoking is not permitted anywhere in this theatre.
Tnqdxu8niOQ_w,permit,Tnqdxu8niOQ_e4,My mother permitted me to go to the movies.
NOXLwMVXFu4_w,deport,NOXLwMVXFu4_e1,Thousands of illegal immigrants are caught and deported every year.
y6GXb6WSuCU_w,tolerant,y6GXb6WSuCU_e1,People in Italy are more tolerant of children in public places than in Britain.
W1aowPLRU_U_w,behaviour,W1aowPLRU_U_e1,Her behaviour is often appealing.
W1aowPLRU_U_w,behaviour,W1aowPLRU_U_e2,He was notorious for his violent and threatening behaviour.
W1aowPLRU_U_w,behaviour,W1aowPLRU_U_e3,Make sure that good behaviour is rewarded.
W1aowPLRU_U_w,behaviour,W1aowPLRU_U_e4,Your bad behavior brings shame on the whole school.
YaFdfkMozE4_w,come down with,YaFdfkMozE4_e1,My nephew came down with chicken pox this weekend.
YaFdfkMozE4_w,come down with,YaFdfkMozE4_e2,I came down with influenza.
YaFdfkMozE4_w,come down with,YaFdfkMozE4_e3,I think I may be coming down with a cold.
YaFdfkMozE4_w,come down with,YaFdfkMozE4_e4,"The Joshi's have all come down with the flu, so none of them will be able to attend your wedding."
tcunPwYlTuU_w,eager,tcunPwYlTuU_e1,She sounded very eager to meet you.
tcunPwYlTuU_w,eager,tcunPwYlTuU_e2,"They crowded around the spokesperson, eager for any news."
tcunPwYlTuU_w,eager,tcunPwYlTuU_e3,Sam was eager to get home and play with his new toy.
tcunPwYlTuU_w,eager,tcunPwYlTuU_e4,"He was always a good boy, very friendly and eager to please."
mxJapRjh1BM_w,unbreakable,mxJapRjh1BM_e1,The sticks when divided were broken; together they were unbreakable.
0WtA2tG2DYA_w,tact,0WtA2tG2DYA_e1,He's never had much tact and people don't like his blunt manner.
BGG5x7Qr10A_w,firmly,BGG5x7Qr10A_e1,Make sure the rope is firmly attached before attempting to climb down
BGG5x7Qr10A_w,firmly,BGG5x7Qr10A_e2,The tent pegs should be fixed firmly in place.
BGG5x7Qr10A_w,firmly,BGG5x7Qr10A_e3,She shut the door firmly and walked away.
BGG5x7Qr10A_w,firmly,BGG5x7Qr10A_e4,The roots grew down firmly in the soil.
U-FDYYp3OfI_w,advertisement,U-FDYYp3OfI_e1,a television/newspaper advertisement for a new car.
